name;description;website;image_url;source_page;market;type;Location;Greater Stockholm Y/N
Stegra;Stegra (tidigare H2 Green Steel) är ett svenskt greentech-företag grundat 2020 som revolutionerar stålindustrin genom att producera fossilfritt stål med vätgas istället för kol. Företaget bygger världens första storskaliga anläggning för grön stålproduktion i Boden, Sverige, med kapacitet att producera 5 miljoner ton fossilfritt stål årligen från 2030. Stegras process använder elektricitet från förnybara källor för att producera grön vätgas som reducerar järnmalm, vilket eliminerar upp till 95% av CO2-utsläppen jämfört med traditionell stålproduktion. Med långsiktiga avtal med kunder som Mercedes-Benz, Volvo och BMW möter Stegra den växande efterfrågan på klimatneutralt stål. Företaget har säkrat över 3,8 miljarder euro i finansiering och representerar en av Europas mest betydelsefulla satsningar på grön industri, med en omsättning på 2,4 miljarder euro.;https://www.stegra.com/;https://logo.clearbit.com/stegra.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, energy, clean energy;deep tech, hardware, commission, manufacturing;Stockholm, Sweden;Yes
Syre;Syre är ett svenskt modetech-företag grundat 2023 som revolutionerar klädindustrin genom AI-driven on-demand-tillverkning av personanpassade kläder. Företaget kombinerar avancerad 3D-scanning, automatiserad design och lokal tillverkning för att skapa perfekt passande plagg utan lager eller överproduktion. Syres plattform använder machine learning för att optimera passform baserat på kroppsdata och preferenser, medan robotiserad tillverkning möjliggör snabb produktion av unika plagg. Genom att eliminera traditionell massproduktion minskar Syre textilspill med upp till 90% och erbjuder konsumenter verkligt hållbart mode utan kompromisser på stil eller kvalitet. Med en värdering på 364-545 miljoner euro och 90,3 miljoner euro i omsättning positionerar sig Syre i framkanten av modeindustrins hållbarhetstransformation.;https://www.syre.com/;https://logo.clearbit.com/syre.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, fashion;hardware, deep tech, commission, selling own inventory, manufacturing;Stockholm, Sweden;Yes
Terra Labs;Terra Labs är ett svenskt agritech- och space tech-företag grundat 2023 som utvecklar autonoma växthus för livsmedelsproduktion i extrema miljöer, inklusive rymden och arktiska regioner. Företagets modulära växthussystem kombinerar hydroponik, LED-belysning, AI-driven klimatkontroll och robotautomation för att optimera växttillväxt med minimal resursanvändning. Terra Labs teknologi möjliggör lokal produktion av färska grönsaker året runt oberoende av klimat eller tillgång till mark, vilket är kritiskt för både urbana områden och framtida rymdstationer. Genom partnerskap med rymdorganisationer och städer som söker ökad livsmedelssäkerhet driver Terra Labs innovation inom kontrollerad miljöodling. Med 4 miljoner euro i omsättning och fokus på hållbar livsmedelsproduktion adresserar företaget globala utmaningar kring matsäkerhet och klimatanpassning.;https://terralabs.com/;https://logo.clearbit.com/terralabs.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, food, space, agritech;hardware, deep tech, autonomous & sensor tech, subscription;Stockholms kommun/Eskilstuna, Sweden;Yes
Jetson;Jetson är ett svenskt mobiliteitsföretag grundat 2017 som designar och tillverkar eldrivna personliga fordon som elscootrar och ebikeförkrossade. Företaget kombinerar skandinavisk design med prisvärd teknik för urban mobilitet. Jetson säljer globalt via e-handel och återförsäljare. Företaget omsätter 24,6 miljoner euro.;https://jetson.com/;https://logo.clearbit.com/jetson.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, transportation, vehicle production;hardware, deep tech, ecommerce, manufacturing;Stockholms kommun/Gustavsberg, Sweden;Yes
CorPower Ocean;CorPower Ocean är ett svenskt wave energy-företag grundat 2012 som utvecklar innovativa vågkraftverk för att omvandla havsenergi till förnybar elektricitet. Företagets kompakta, bojanliknande enheter använder en patenterad WaveSpring-teknologi som maximerar energiupptagning genom att resa i fas med vågorna, vilket ger fem gånger högre effekt per ton vikt än konventionella vågkraftssystem. CorPowers lösning är designad för att vara robust, kostnadseffektiv och skalbar, med potential att konkurrera med andra förnybara energikällor. Genom pilotinstallationer i Portugal och partnerskap med energibolag validerar CorPower tekniken för kommersiell utrullning. Med 160 miljoner euro i värdering och 114 miljoner euro i omsättning arbetar företaget mot att göra vågkraft till en betydande del av den globala energimixen.;https://corpowerocean.com/;https://logo.clearbit.com/corpowerocean.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, energy, water, clean energy;hardware, deep tech, selling own inventory, commission, manufacturing;Stockholms kommun/Hägersten, Sweden;Yes
Novaron Fusion;Novaron Fusion är ett svenskt energiföretag grundat 2019 som utvecklar kompakta fusionsreaktorer för ren energiproduktion. Företaget arbetar med magnetisk confinement fusion och siktar på att leverera kommersiella fusionslösningar för energisektorn. Med deep tech-innovation inom plasmateknik driver Novaron framtidens energilösningar. Företaget omsätter 21 miljoner euro.;https://www.novatronfusion.com;https://logo.clearbit.com/novatronfusion.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, energy, clean energy;hardware, deep tech, selling own, manufacturing;Stockholms kommun/Hägersten, Sweden;Yes
Tagmaster;Tagmaster är ett svenskt IoT-företag grundat 1994 som utvecklar RFID och sensorteknik för fordonsidentifiering och trafikhantering. Företagets lösningar används för automatisk bomppassage, parkeringshantering och trafik övervakning. Med big data och AI-analys möjliggör Tagmaster smart city-applikationer.;https://tagmaster.com;https://logo.clearbit.com/tagmaster.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, events, transportation, autonomous & iot;big data, sensor tech, deep tech, artificial intelligence;Stockholms kommun/Kista, Sweden;Yes
Cardo Health;Cardo Health är en svensk D2C healthtech-plattform lanserad 2021 som erbjuder personaliserade hälsolösningar baserade på blodprover och AI-analys. Tjänsten inkluderar hemtestning, omfattande biomarkörsanalys och skräddarsydda kosttillskott levererade direkt hem. Cardo använder maskininlärning för att identifiera brister och optimera hälsa baserat på individuella behov. Med prenumerationsmodell och e-handelsintegration har Cardo skapat en holistisk hälsoplattform. Företaget omsätter 15,3 miljoner euro och möter konsumenters ökande intresse för proaktiv hälsohantering.;https://www.cardohealth.com;https://logo.clearbit.com/cardohealth.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, health, health platform, ecommerce;artificial intelligence, commission, subscription;Stockholms kommun/Kista, Sweden;Yes
Ericsson;Ericsson är ett svenskt multinationellt telekommunikationsföretag grundat 1876 som levererar infrastruktur, mjukvara och tjänster för mobilnät och bredband globalt. Företaget är en av världens ledande leverantörer av 5G-teknologi och erbjuder kompletta lösningar för mobiloperatörer, från radiosystem och core-nätverk till IoT-plattformar och molnbaserade tjänster. Med över 140 års innovationshistoria driver Ericsson utvecklingen av nästa generations kommunikationsteknologi genom omfattande FoU-investeringar och samarbeten med operatörer, industrikunder och forskningsinstitutioner världen över. Företagets teknik möjliggör anslutning för miljardtals enheter och människor, vilket formar framtiden för uppkopplad industri, smarta städer och digital infrastruktur. Ericsson har cirka 100 000 anställda och är verksamt i över 180 länder med en årlig omsättning på 6 miljoner euro.;https://www.ericsson.com/;https://logo.clearbit.com/ericsson.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, technology, telecommunication;deep tech, internetofthings, subscription, selling own inventory;Stockholms kommun/Kista, Sweden;Yes
Dema;Dema är ett svenskt martech-företag grundat 2022 som erbjuder AI-driven marketing attribution och analysverktyg för e-handelsföretag. Företagets plattform hjälper marknadsförare att förstå vilka kanaler som driver försäljning och optimera marknadsbudgetar. Dema använder maskininlärning för prediktiv analys. Företaget omsätter 11 miljoner euro.;https://www.dema.ai/;https://logo.clearbit.com/dema.ai;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, marketing, enterprise software, marketing analytics;artificial intelligence, commission, saas;Stockholms kommun/Malung, Sweden;Yes
Moleculent;Moleculent är ett svenskt biotech-företag grundat 2021 som utvecklar innovativa läkemedelssubstanser genom AI-driven molekyldesign och syntes. Företaget använder maskininlärning för att förutsäga molekylära egenskaper och optimera läkemedelskandidater snabbare än traditionella metoder. Moleculent fokuserar på svårbehandlade sjukdomar där nya terapeutiska alternativ desperat behövs. Genom att kombinera beräkningskemi, biologisk validering och medicinska expertis accelererar företaget drug discovery-processen från år till månader. Med 23,6 miljoner euro i omsättning och partnerskap med större farmabolag positionerar sig Moleculent i framkanten av AI-driven läkemedelsutveckling.;https://www.moleculent.com/;https://logo.clearbit.com/moleculent.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, health, biotechnology;deep tech, commission, manufacturing;Solna, Sweden;Yes
Re:newcell;Re:newcell är ett svenskt textilåtervinningsföretag grundat 2012 som omvandlar använda kläder till Circulose, en biodegraderbar råvara för nya textilier. Företagets kemiska återvinningsprocess bryter ner bomull och viskos från gamla plagg till dissolvingmassa som kan användas för att producera nya fibrer med jungfrulig kvalitet. Re:newcell erbjuder modeindustrin en lösning på textilsektorns enorma avfallsproblem, där 92 miljoner ton kläder slängs årligen. Med en produktionsanläggning i Sundsvall och partnerskap med varumärken som Levi's och H&M demonstrerar Re:newcell att cirkulär mode är möjligt i kommersiell skala. Företaget har en värdering på 138 miljoner euro och driver transformation mot en mer hållbar textilind ustri genom innovation inom kemisk återvinning.;https://www.renewcell.com/en/;https://logo.clearbit.com/renewcell.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, fashion, chemicals, apparel;deep tech, commission, manufacturing;Stockholms kommun/Sundsvall, Sweden;Yes
Agteria Biotech;Agteria Biotech är ett svenskt bioenergiföretag grundat 2023 som utvecklar mikrobiella lösningar för biogas produktion och jordförbättring. Företagets teknologi använder deep tech-fermentation för att öka utbytet i biogasanläggningar. Agteria kombinerar food systems och energiinnovation. Företaget omsätter 7,4 miljoner euro.;https://www.agteria.com/;https://logo.clearbit.com/agteria.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, food, energy;deep tech, commission, manufacturing;Stockholms kommun/Täby, Sweden;Yes
Veoneer;Veoneer var ett svenskt automotive technology-företag specialiserat på avancerade förarassistanssystem (ADAS) och autonoma körteknologier. Företaget utvecklade och tillverkade sensorer, mjukvara och elektronik för aktiv säkerhet i fordon, inklusive kamerasystem, radar, lidar och säkerhetseletronik för världsledande biltillverkare. Veoneers lösningar möjliggjorde funktioner som automatisk nödbromsning, filhållningsassistans och adaptiv farthållare som räddar liv. Genom samarbeten med stora OEM-kunder som Volvo, GM och Ford bidrog Veoneer till utvecklingen av säkrare och mer autonoma fordon. Företaget förvärvades 2022 av Qualcomm och SSW Partners och delades upp, där mjukvarudelen blev Arriver.;https://www.veoneer.com/;https://logo.clearbit.com/veoneer.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, transportation, semiconductors, automotive & sensor tech;autonomous & sensor tech, deep tech, artificial intelligence, manufacturing;Stockholms kommun/Vårgårda, Sweden;Yes
